tiempo actual: 22.1 ocurrencia numero: 1
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
51,1,100,0,0,210.2,31.1707,101,0
52,1,100,0,0,229.8,408.833,101,0
53,1,100,0,0,31.2148,229.8,101,0
54,1,100,0,0,408.774,210.2,101,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 107.1 ocurrencia numero: 18
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
55,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 112.1 ocurrencia numero: 19
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
55,1,110,0,0,210.2,31.2272,111,0
56,1,110,0,0,229.8,408.83,111,0
57,1,110,0,0,31.1628,229.8,111,0
58,1,110,0,0,408.83,210.2,111,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 117.1 ocurrencia numero: 20
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
59,1,112,0,0,210.2,46.3235,116,0
60,1,112,0,0,229.8,393.589,116,0
paquetes recibidos, entidades en el ambiente 
0,2

tiempo actual: 122.1 ocurrencia numero: 21
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
61,1,120,0,0,210.2,31.1615,121,0
62,1,120,0,0,229.8,408.857,121,0
63,1,120,0,0,31.1614,229.8,121,0
64,1,120,0,0,408.766,210.2,121,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 127.1 ocurrencia numero: 22
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
65,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 132.1 ocurrencia numero: 23
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
65,1,130,0,0,210.2,31.2089,131,0
66,1,130,0,0,229.8,408.814,131,0
67,1,130,0,0,31.1644,229.8,131,0
68,1,130,0,0,408.844,210.2,131,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 137.1 ocurrencia numero: 24
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
69,1,132,0,0,210.2,46.5443,136,0
70,1,132,0,0,229.8,393.294,136,0
paquetes recibidos, entidades en el ambiente 
0,2

tiempo actual: 142.1 ocurrencia numero: 25
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
71,1,140,0,0,210.2,31.1895,141,0
72,1,140,0,0,229.8,408.823,141,0
73,1,140,0,0,31.1714,229.8,141,0
74,1,140,0,0,408.863,210.2,141,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 147.1 ocurrencia numero: 26
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
75,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 152.1 ocurrencia numero: 27
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
75,1,150,0,0,210.2,31.1746,151,0
76,1,150,0,0,229.8,408.833,151,0
77,1,150,0,0,31.1554,229.8,151,0
78,1,150,0,0,408.845,210.2,151,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 157.1 ocurrencia numero: 28
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
79,1,152,0,0,210.2,46.5996,156,0
80,1,152,0,0,229.8,393.445,156,0
paquetes recibidos, entidades en el ambiente 
0,2

tiempo actual: 162.1 ocurrencia numero: 29
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
81,1,160,0,0,210.2,31.1702,161,0
82,1,160,0,0,229.8,408.855,161,0
83,1,160,0,0,31.1421,229.8,161,0
84,1,160,0,0,408.824,210.2,161,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 167.1 ocurrencia numero: 30
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
85,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 172.1 ocurrencia numero: 31
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
85,1,170,0,0,210.2,31.1739,171,0
86,1,170,0,0,229.8,408.838,171,0
87,1,170,0,0,31.1319,229.8,171,0
88,1,170,0,0,408.8,210.2,171,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 177.1 ocurrencia numero: 32
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
89,1,172,0,0,210.2,46.0483,176,0
90,1,172,0,0,229.8,393.551,176,0
paquetes recibidos, entidades en el ambiente 
0,2

tiempo actual: 182.1 ocurrencia numero: 33
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
91,1,180,0,0,210.2,31.1667,181,0
92,1,180,0,0,229.8,408.829,181,0
93,1,180,0,0,31.1494,229.8,181,0
94,1,180,0,0,408.81,210.2,181,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 187.1 ocurrencia numero: 34
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
95,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 192.1 ocurrencia numero: 35
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
95,1,190,0,0,210.2,31.182,191,0
96,1,190,0,0,229.8,408.839,191,0
97,1,190,0,0,31.1778,229.8,191,0
98,1,190,0,0,408.816,210.2,191,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 197.1 ocurrencia numero: 36
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
99,1,192,0,0,210.2,46.6192,196,0
100,1,192,0,0,229.8,394.102,196,0
paquetes recibidos, entidades en el ambiente 
0,2

tiempo actual: 202.1 ocurrencia numero: 37
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
101,1,200,0,0,210.2,31.173,201,0
102,1,200,0,0,229.8,408.848,201,0
103,1,200,0,0,31.1474,229.8,201,0
104,1,200,0,0,408.869,210.2,201,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 207.1 ocurrencia numero: 38
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
105,0,0,0,0,0,0,0,0
paquetes recibidos, entidades en el ambiente 
0,0

tiempo actual: 212.1 ocurrencia numero: 39
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
105,1,210,0,0,210.2,31.1705,211,0
106,1,210,0,0,229.8,408.828,211,0
107,1,210,0,0,31.1914,229.8,211,0
108,1,210,0,0,408.868,210.2,211,0
paquetes recibidos, entidades en el ambiente 
0,4

tiempo actual: 217.1 ocurrencia numero: 40
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
109,1,212,0,0,210.2,46.4806,216,0
110,1,212,0,0,229.8,393.551,216,0
paquetes recibidos, entidades en el ambiente 
0,2

resumen+++
id entidad que provoca incidente: 
5
lugar de incidente (x,y): 
243.854,229.8
tiempo de inicio y fin de incidente: 
21,221
cadena payload: 
roadId = 5:40::243.854156:229.800000:21::E60;
longitud header: 
20
longitud payload: 
45
datos completos del paquete: 
(Packet)relay (200 B) [Ieee80211OfdmPhyHeader, rate = 0, reserved = false, parity = false, tail = 0, service = 0 | Ieee80211DataHeader, address4 = 00-00-00-00-00-00, ackPolicy = 0 (NORMAL_ACK), tid = 0, aMsduPresent = false | Ieee802EpdHeader, etherType = 2048 | Ipv4Header, version = 4, headerLength = 20 B, typeOfService = 0, totalLengthField = 228 B, identification = 1, reservedBit = false, moreFragments = false, dontFragment = false, fragmentOffset = 0, timeToLive = 1, protocolId = 17 (IP_PROT_UDP), crc = 49165, crcMode = 1 (CRC_DECLARED_CORRECT), srcAddress = 10.0.27.201, destAddress = 224.0.0.1, options =  | UdpHeader, srcPort = 9001, destPort = 9001, totalLengthField = 208 B, crc = c00d, crcMode = 1 (CRC_DECLARED_CORRECT) | VeinsInetSampleMessage, roadId = 5:40::243.854156:229.800000:21::E60; | Ieee80211MacTrailer, fcs = 0, fcsMode = 1 (FCS_DECLARED_CORRECT) | BitCountChunk, data = 0]
veces que se envio mensaje de emergencia u ocurrencia: 
41
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x, mi y, distancia al recibir, tiempo de recepcion, si hago desvio: 
0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0
5,0,0,82,0,0,0,0,243,0
6,1,0,33,4,236.401,210.2,27.0532,32,0
7,1,10,16,1,213.4,156.478,103.776,27,1
8,1,10,39,1,226.6,252.365,39.8194,27,0
9,1,10,8,1,110.2,262.226,166.08,21,0
10,1,10,10,1,329.8,188.522,127.224,21,0
11,1,20,14,1,210.2,31.6383,231.816,21,0
12,1,20,11,1,229.8,408.369,192.623,21,1
13,1,20,15,1,31.3857,229.8,212.468,21,1
14,1,20,27,5,236.401,213.4,23.8532,52,0
15,1,30,15,1,213.4,185.588,74.6658,47,1
16,1,30,33,1,226.6,257.159,44.6127,47,0
17,1,30,23,1,35.1831,229.8,208.671,32,0
18,1,30,15,1,404.892,210.2,180.638,32,0
19,1,32,15,1,210.2,148.558,114.896,47,0
20,1,32,24,2,229.8,230.701,14.9548,92,0
21,1,40,64,1,210.2,77.0739,186.38,47,0
22,1,40,10,1,229.8,359.579,143.833,47,1
23,1,40,18,1,34.7957,229.8,209.059,42,1
24,1,40,25,4,203.466,210.2,59.9886,67,0
25,1,50,62,3,213.4,203.599,56.6552,87,1
26,1,50,26,1,226.6,262.445,49.8993,67,0
27,1,50,19,1,35.1883,229.8,208.666,52,0
28,1,50,15,1,404.798,210.2,180.544,52,0
29,1,52,52,1,210.2,155.557,107.897,67,0
30,1,52,19,1,229.8,280.695,64.9496,67,0
31,1,60,54,1,210.2,81.7928,181.661,67,0
32,1,60,12,1,229.8,364.044,148.298,67,1
33,1,60,18,1,34.906,229.8,208.948,62,1
34,1,60,21,3,250.555,210.2,26.301,82,0
35,1,70,47,1,213.4,185.453,74.8015,87,1
36,1,70,17,1,226.6,263.981,51.4352,87,0
37,1,70,20,1,35.3319,229.8,208.522,72,0
38,1,70,19,1,404.759,210.2,180.505,72,0
39,1,72,12,1,229.8,293.15,77.4043,87,0
40,1,72,40,1,210.2,140.123,123.331,87,0
41,1,80,31,1,210.2,79.2013,184.253,87,0
42,1,80,14,1,229.8,362.194,146.448,87,1
43,1,80,15,1,34.7563,229.8,209.098,82,1
44,1,80,50,5,236.401,210.2,27.0532,112,0
45,1,90,13,1,210.2,35.1141,228.34,92,1
46,1,90,18,1,229.8,404.833,189.087,92,0
47,1,90,22,1,35.3557,229.8,208.498,92,0
48,1,90,19,1,404.85,210.2,180.596,92,0
49,1,92,9,1,229.8,240.243,24.4967,112,0
50,1,92,24,1,213.4,177.386,82.8684,112,0
51,1,100,21,1,210.2,130.907,132.547,112,0
52,1,100,41,1,229.8,314.632,98.8857,112,1
53,1,100,19,1,34.9185,229.8,208.936,102,1
54,1,100,44,5,236.401,213.4,23.8532,132,0
55,1,110,11,1,210.2,35.4606,227.994,112,1
56,1,110,41,1,229.8,404.766,189.02,112,0
57,1,110,13,1,35.2062,229.8,208.648,112,0
58,1,110,15,1,404.857,210.2,180.603,112,0
59,1,112,17,1,213.4,171.856,88.3982,132,0
60,1,112,27,2,229.8,222.894,20.96,212,0
61,1,120,17,1,210.2,125.279,138.175,132,0
62,1,120,25,1,229.8,313.794,98.0482,132,1
63,1,120,15,1,34.6801,229.8,209.174,122,1
64,1,120,35,6,243.902,210.2,19.6479,157,0
65,1,130,9,1,210.627,35.3223,227.705,132,1
66,1,130,32,1,229.8,404.713,188.967,132,0
67,1,130,15,1,35.3482,229.8,208.506,132,0
68,1,130,17,1,404.882,210.2,180.628,132,0
69,1,132,16,1,213.4,202.831,57.423,157,0
70,1,132,21,1,226.6,251.567,39.0211,157,0
71,1,140,15,1,210.2,173.284,90.1702,157,0
72,1,140,22,1,229.8,264.04,48.2944,157,1
73,1,140,16,1,34.7421,229.8,209.112,142,1
74,1,140,27,5,243.9,213.4,16.4454,177,0
75,1,150,11,1,213.4,83.5265,176.728,157,1
76,1,150,21,1,226.6,358.22,145.674,157,0
77,1,150,13,1,35.1939,229.8,208.66,152,0
78,1,150,19,1,404.964,210.2,180.71,152,0
79,1,152,15,1,210.2,51.8187,211.636,157,0
80,1,152,21,1,229.8,388.235,172.49,157,0
81,1,160,23,2,210.2,203.599,59.8552,187,0
82,1,160,13,1,229.8,273.915,58.1688,182,1
83,1,160,19,1,34.7509,229.8,209.103,162,1
84,1,160,20,2,262.418,210.2,38.1642,182,0
85,1,170,22,4,213.4,203.599,56.6552,207,1
86,1,170,16,1,226.6,311.825,99.2787,182,0
87,1,170,14,1,35.032,229.8,208.822,172,0
88,1,170,14,1,404.748,210.2,180.494,172,0
89,1,172,20,1,210.2,101.862,161.592,182,0
90,1,172,15,1,229.8,330.505,114.76,182,0
91,1,180,18,1,210.2,35.3429,228.111,182,0
92,1,180,13,1,229.8,404.668,188.922,182,1
93,1,180,9,1,34.4778,229.8,209.376,182,1
94,1,180,12,2,243.981,210.2,19.7268,197,0
95,1,190,10,1,213.4,130.801,129.453,202,1
96,1,190,7,1,226.6,311.923,99.3774,202,0
97,1,190,6,1,34.945,229.8,208.909,192,0
98,1,190,8,1,404.744,210.2,180.49,192,0
99,1,192,9,1,210.2,112.289,151.165,202,0
100,1,192,8,1,229.8,337.573,121.827,202,0
101,1,200,7,1,210.2,35.2701,228.184,202,0
102,1,200,7,1,229.8,404.957,189.211,202,1
103,1,200,4,1,34.5794,229.8,209.275,202,1
104,1,200,7,2,254.848,210.2,30.5942,217,0
105,1,210,2,1,210.2,35.1517,228.302,212,1
106,1,210,2,1,229.8,404.706,188.96,212,0
107,1,210,5,1,35.511,229.8,208.343,212,0
108,1,210,5,1,404.798,210.2,180.544,212,0
109,1,212,0,0,0,0,0,0,0
110,1,212,0,0,0,0,0,0,0
111,1,220,0,0,0,0,0,0,0
112,1,220,0,0,0,0,0,0,0
113,1,220,0,0,0,0,0,0,0
114,1,220,0,0,0,0,0,0,0
115,1,230,0,0,0,0,0,0,0
116,1,230,0,0,0,0,0,0,0
117,1,230,0,0,0,0,0,0,0
118,1,230,0,0,0,0,0,0,0
119,1,232,0,0,0,0,0,0,0
120,1,232,0,0,0,0,0,0,0
121,1,240,0,0,0,0,0,0,0
122,1,240,0,0,0,0,0,0,0
123,1,240,0,0,0,0,0,0,0
124,1,240,0,0,0,0,0,0,0
125,1,250,0,0,0,0,0,0,0
126,1,250,0,0,0,0,0,0,0
127,1,250,0,0,0,0,0,0,0
128,1,250,0,0,0,0,0,0,0
129,1,252,0,0,0,0,0,0,0
130,1,252,0,0,0,0,0,0,0
131,1,260,0,0,0,0,0,0,0
132,1,260,0,0,0,0,0,0,0
133,1,260,0,0,0,0,0,0,0
134,1,260,0,0,0,0,0,0,0
135,1,270,0,0,0,0,0,0,0
136,1,270,0,0,0,0,0,0,0
137,1,270,0,0,0,0,0,0,0
138,1,270,0,0,0,0,0,0,0
139,1,272,0,0,0,0,0,0,0
140,1,272,0,0,0,0,0,0,0
141,1,280,0,0,0,0,0,0,0
142,1,280,0,0,0,0,0,0,0
143,1,280,0,0,0,0,0,0,0
144,1,280,0,0,0,0,0,0,0
145,1,290,0,0,0,0,0,0,0
146,1,290,0,0,0,0,0,0,0
147,1,290,0,0,0,0,0,0,0
148,1,290,0,0,0,0,0,0,0
149,1,292,0,0,0,0,0,0,0
150,1,292,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0
--- 
