tiempo actual: 22.1 ocurrencia numero: 42
+++ id, habilitado, tiempo inicio operaciones, paquetes recibidos, reenvios, mi x actual, mi y actual, tiempo de coordenadas, si hago desvio: 
111,1,220,0,0,31.4063,210.2,293,0
112,1,220,0,0,229.8,236.401,299,0
113,1,220,0,0,408.452,229.8,259,0
114,1,220,0,0,207.977,213.4,299,0
115,1,230,0,0,403.845,226.6,293,0
116,1,230,0,0,226.6,236.401,299,0
117,1,230,0,0,402.682,229.8,288,0
118,1,230,0,0,36.0544,210.2,288,0
119,1,232,0,0,229.8,243.902,299,0
120,1,232,0,0,213.4,408.816,291,0
121,1,240,0,0,28.8107,213.4,294,0
122,1,240,0,0,229.8,251.403,299,0
123,1,240,0,0,414.139,229.8,276,0
124,1,240,0,0,223.146,210.2,299,0
125,1,250,0,0,407.908,226.6,296,0
126,1,250,0,0,226.6,243.902,299,0
127,1,250,0,0,329.8,296.364,299,0
128,1,250,0,0,110.2,179.899,299,0
129,1,252,0,0,210.2,413.885,295,0
130,1,252,0,0,226.6,251.403,299,0
131,1,260,0,0,31.4416,210.2,295,0
132,1,260,0,0,229.8,258.904,299,0
133,1,260,0,0,203.599,229.8,299,0
134,1,260,0,0,222.48,213.4,299,0
135,1,270,0,0,235.008,226.6,299,0
136,1,270,0,0,226.6,258.904,299,0
137,1,270,0,0,203.598,329.8,299,0
138,1,270,0,0,236.109,110.2,299,0
139,1,272,0,0,210.2,203.599,299,0
140,1,272,0,0,229.8,266.405,299,0
141,1,280,0,0,210.2,185.276,299,0
142,1,280,0,0,229.8,274.26,299,0
143,1,280,0,0,196.274,226.6,299,0
144,1,280,0,0,306.037,210.2,299,0
145,1,290,0,0,213.4,103.917,299,0
146,1,290,0,0,226.6,340.704,299,0
147,1,290,0,0,101.216,229.8,299,0
148,1,290,0,0,349.062,210.2,299,0
149,1,292,0,0,210.2,75.7915,299,0
150,1,292,0,0,229.8,364.744,299,0
paquetes recibidos, entidades en el ambiente 
0,40

tiempo actual: 27.1 ocurrencia numero: 43
